date,strain,mRNA1,mRNA2,embryoID,channel,xpoint,timepoints,intensity,unique_id,aligned_row
231206,U2OS,gapdh,tnpo1,image01,ch1,172,18.3278,4278.0762,231206_U2OS_gapdh_tnpo1_image01_ch1,81
231206,U2OS,gapdh,tnpo1,image01,ch1,173,18.435,4312.564,231206_U2OS_gapdh_tnpo1_image01_ch1,82
231206,U2OS,gapdh,tnpo1,image01,ch1,174,18.5421,4396.2217,231206_U2OS_gapdh_tnpo1_image01_ch1,83
231206,U2OS,gapdh,tnpo1,image01,ch1,175,18.6493,4473.2627,231206_U2OS_gapdh_tnpo1_image01_ch1,84
231206,U2OS,gapdh,tnpo1,image01,ch1,176,18.7565,4427.7061,231206_U2OS_gapdh_tnpo1_image01_ch1,85
231206,U2OS,gapdh,tnpo1,image01,ch1,177,18.8637,4296.5239,231206_U2OS_gapdh_tnpo1_image01_ch1,86
231206,U2OS,gapdh,tnpo1,image01,ch1,178,18.9709,4114.3735,231206_U2OS_gapdh_tnpo1_image01_ch1,87
231206,U2OS,gapdh,tnpo1,image01,ch1,179,19.078,3965.499,231206_U2OS_gapdh_tnpo1_image01_ch1,88
231206,U2OS,gapdh,tnpo1,image01,ch1,180,19.1852,3870.6912,231206_U2OS_gapdh_tnpo1_image01_ch1,89
231206,U2OS,gapdh,tnpo1,image01,ch1,181,19.2924,3850.738,231206_U2OS_gapdh_tnpo1_image01_ch1,90
231206,U2OS,gapdh,tnpo1,image01,ch2,1,0,6118.2271,231206_U2OS_gapdh_tnpo1_image01_ch2,-90
231206,U2OS,gapdh,tnpo1,image01,ch2,2,0.1072,5931.5005,231206_U2OS_gapdh_tnpo1_image01_ch2,-89
231206,U2OS,gapdh,tnpo1,image01,ch2,3,0.2144,5805.2129,231206_U2OS_gapdh_tnpo1_image01_ch2,-88
231206,U2OS,gapdh,tnpo1,image01,ch2,4,0.3215,5743.6885,231206_U2OS_gapdh_tnpo1_image01_ch2,-87
231206,U2OS,gapdh,tnpo1,image01,ch2,5,0.4287,5739.603,231206_U2OS_gapdh_tnpo1_image01_ch2,-86
231206,U2OS,gapdh,tnpo1,image01,ch2,6,0.5359,5739.6875,231206_U2OS_gapdh_tnpo1_image01_ch2,-85
231206,U2OS,gapdh,tnpo1,image01,ch2,7,0.6431,5729.7109,231206_U2OS_gapdh_tnpo1_image01_ch2,-84
231206,U2OS,gapdh,tnpo1,image01,ch2,8,0.7503,5705.9404,231206_U2OS_gapdh_tnpo1_image01_ch2,-83
231206,U2OS,gapdh,tnpo1,image01,ch2,9,0.8574,5673.29,231206_U2OS_gapdh_tnpo1_image01_ch2,-82
231206,U2OS,gapdh,tnpo1,image01,ch2,10,0.9646,5643.8789,231206_U2OS_gapdh_tnpo1_image01_ch2,-81
231206,U2OS,gapdh,tnpo1,image01,ch2,11,1.0718,5615.271,231206_U2OS_gapdh_tnpo1_image01_ch2,-80
231206,U2OS,gapdh,tnpo1,image01,ch2,12,1.179,5634.0488,231206_U2OS_gapdh_tnpo1_image01_ch2,-79
231206,U2OS,gapdh,tnpo1,image01,ch2,13,1.2862,5648.6924,231206_U2OS_gapdh_tnpo1_image01_ch2,-78
231206,U2OS,gapdh,tnpo1,image01,ch2,14,1.3933,5635.3726,231206_U2OS_gapdh_tnpo1_image01_ch2,-77
231206,U2OS,gapdh,tnpo1,image01,ch2,15,1.5005,5583.6787,231206_U2OS_gapdh_tnpo1_image01_ch2,-76
231206,U2OS,gapdh,tnpo1,image01,ch2,16,1.6077,5515.6484,231206_U2OS_gapdh_tnpo1_image01_ch2,-75
231206,U2OS,gapdh,tnpo1,image01,ch2,17,1.7149,5453.8184,231206_U2OS_gapdh_tnpo1_image01_ch2,-74
231206,U2OS,gapdh,tnpo1,image01,ch2,18,1.8221,5431.4927,231206_U2OS_gapdh_tnpo1_image01_ch2,-73
231206,U2OS,gapdh,tnpo1,image01,ch2,19,1.9292,5427.6421,231206_U2OS_gapdh_tnpo1_image01_ch2,-72
231206,U2OS,gapdh,tnpo1,image01,ch2,20,2.0364,5433.0718,231206_U2OS_gapdh_tnpo1_image01_ch2,-71
231206,U2OS,gapdh,tnpo1,image01,ch2,21,2.1436,5438.7739,231206_U2OS_gapdh_tnpo1_image01_ch2,-70
231206,U2OS,gapdh,tnpo1,image01,ch2,22,2.2508,5408.8716,231206_U2OS_gapdh_tnpo1_image01_ch2,-69
